text,intent
Hoi chut la toi muon xem hoat dong moi nhat nhu the nao,upcoming_activity
Bạn cho tôi biết tôi muốn xem hoạt động mới nhất,upcoming_activity
Ban cho toi biet toi muon xem hoat dong moi nhat,upcoming_activity
Tui cần xem tư vấn mua xe máy được không,unknown
Tui can xem tu van mua xe may duoc khong,unknown
Danh sách hoạt động sắp tới,upcoming_activity
Danh sach hoat dong sap toi,upcoming_activity
Làm ơn cho tôi biết chatbot ơi cho tôi,greeting
Lam on cho toi biet chatbot oi cho toi,greeting
Cho mình hỏi tôi muốn gửi ảnh minh chứng trên ITConnect,check_in_guide
Cho minh hoi toi muon gui anh minh chung tren ITConnect,check_in_guide
Mình cần biết điểm danh đã được chốt chưa trong hệ thống,attendance_status
Minh can biet diem danh da duoc chot chua trong he thong,attendance_status
Bạn cho tôi biết tôi đang chờ duyệt phải không trong app nhé,attendance_status
Ban cho toi biet toi dang cho duyet phai khong trong app nhe,attendance_status
Bạn cho tôi biết tôi bị từ chối điểm danh chưa với,attendance_status
Ban cho toi biet toi bi tu choi diem danh chua voi,attendance_status
Cho tôi xem hoạt động của tôi,my_activities
Cho toi xem hoat dong cua toi,my_activities
Mình muốn biết hoạt động tôi đã chọn được không ạ với ạ,my_activities
Minh muon biet hoat dong toi da chon duoc khong a voi a,my_activities
Cho mình hỏi xem địa điểm hoạt động bằng bản đồ trong hệ thống giúp tôi,map_help
Cho minh hoi xem dia diem hoat dong bang ban do trong he thong giup toi,map_help
Mình cần biết cần mở camera để điểm danh không trong hệ thống,check_in_guide
Minh can biet can mo camera de diem danh khong trong he thong,check_in_guide
Tôi muốn hỏi hướng dẫn điểm danh,check_in_guide
Toi muon hoi huong dan diem danh,check_in_guide
Mình cần biết tôi muốn xem hoạt động của mình ở đâu,my_activities
Minh can biet toi muon xem hoat dong cua minh o dau,my_activities
Hỏi chút là tôi không nhận được nhắc nhở hiện tại giúp tôi,notification_help
Hoi chut la toi khong nhan duoc nhac nho hien tai giup toi,notification_help
Mình muốn biết có thể góp ý cho admin không được không bạn,feedback_help
Minh muon biet co the gop y cho admin khong duoc khong ban,feedback_help
Cho tôi hỏi hoạt động nào gần nhất nha,upcoming_activity
Cho toi hoi hoat dong nao gan nhat nha,upcoming_activity
Bạn kiểm tra giúp tôi phải chụp minh chứng như thế nào được không giúp tôi,check_in_guide
Ban kiem tra giup toi phai chup minh chung nhu the nao duoc khong giup toi,check_in_guide
Làm ơn cho tôi biết hoạt động CLB gần nhất là gì trong app,upcoming_activity
Lam on cho toi biet hoat dong CLB gan nhat la gi trong app,upcoming_activity
Tôi muốn hỏi thông báo nằm ở đâu vậy,notification_help
Toi muon hoi thong bao nam o dau vay,notification_help
Cho mình hỏi có chương trình nào phù hợp để tham gia ở đâu,upcoming_activity
Cho minh hoi co chuong trinh nao phu hop de tham gia o dau,upcoming_activity
Giúp tôi xem tôi đăng ký workshop nào cho tôi,my_activities
Giup toi xem toi dang ky workshop nao cho toi,my_activities
Gửi phản hồi cho admin,feedback_help
Gui phan hoi cho admin,feedback_help
Mình muốn biết điểm danh đã được chốt chưa ở đâu,attendance_status
Minh muon biet diem danh da duoc chot chua o dau,attendance_status
Điểm rèn luyện có bị trừ không vậy bạn,training_score
Diem ren luyen co bi tru khong vay ban,training_score
Mình cần xem tôi đã đăng ký CLB nào nhé,my_activities
Minh can xem toi da dang ky CLB nao nhe,my_activities
Tôi muốn hỏi những hoạt động còn mở đăng ký giúp tôi,upcoming_activity
Toi muon hoi nhung hoat dong con mo dang ky giup toi,upcoming_activity
Làm ơn cho tôi biết bạn có thể làm thơ không trong app,unknown
Lam on cho toi biet ban co the lam tho khong trong app,unknown
Bạn giải thích giúp cách xác nhận tham gia hoạt động nha,check_in_guide
Ban giai thich giup cach xac nhan tham gia hoat dong nha,check_in_guide
Cho mình hỏi xem vị trí tổ chức hoạt động như thế nào,map_help
Cho minh hoi xem vi tri to chuc hoat dong nhu the nao,map_help
Cho tôi xem bạn hỗ trợ gì được cho tôi ở đâu,greeting
Cho toi xem ban ho tro gi duoc cho toi o dau,greeting
Làm ơn cho tôi biết vắng bị trừ 6 điểm phải không nha,absent_penalty
Lam on cho toi biet vang bi tru 6 diem phai khong nha,absent_penalty
Làm ơn cho tôi biết tôi cần hỗ trợ được không bạn,greeting
Lam on cho toi biet toi can ho tro duoc khong ban,greeting
Giúp tôi xem tôi muốn xem hoạt động mới nhất ở đâu,upcoming_activity
Giup toi xem toi muon xem hoat dong moi nhat o dau,upcoming_activity
Tui cần xem từ chối điểm danh có trừ điểm không được không ạ,absent_penalty
Tui can xem tu choi diem danh co tru diem khong duoc khong a,absent_penalty
Bạn kiểm tra giúp tư vấn mua xe máy trên ITConnect,unknown
Ban kiem tra giup tu van mua xe may tren ITConnect,unknown
Làm ơn cho tôi biết hoạt động nào đang mở đăng ký vậy giúp tôi,upcoming_activity
Lam on cho toi biet hoat dong nao dang mo dang ky vay giup toi,upcoming_activity
Hỏi chút là làm sao biết có hoạt động mới giúp tôi,notification_help
Hoi chut la lam sao biet co hoat dong moi giup toi,notification_help
Tôi cần xem tôi được xếp loại gì,training_score
Toi can xem toi duoc xep loai gi,training_score
Tôi muốn hỏi tôi muốn dùng chatbot được không ạ,greeting
Toi muon hoi toi muon dung chatbot duoc khong a,greeting
Bạn kiểm tra giúp điểm rèn luyện của tôi bao nhiêu nha,training_score
Ban kiem tra giup diem ren luyen cua toi bao nhieu nha,training_score
Cho mình hỏi mục hoạt động của tôi ở đâu vậy,my_activities
Cho minh hoi muc hoat dong cua toi o dau vay,my_activities
Cách hoàn tất điểm danh,check_in_guide
Cach hoan tat diem danh,check_in_guide
Giúp tôi xem không quét QR có bị trừ điểm không vậy nhé,absent_penalty
Giup toi xem khong quet QR co bi tru diem khong vay nhe,absent_penalty
Có thể cho tôi biết điểm rèn luyện có bị trừ không trong app,training_score
Co the cho toi biet diem ren luyen co bi tru khong trong app,training_score
Hỏi chút là hoạt động học thuật sắp tới vậy,upcoming_activity
Hoi chut la hoat dong hoc thuat sap toi vay,upcoming_activity
Giúp tôi xem chào buổi tối trong app,greeting
Giup toi xem chao buoi toi trong app,greeting
Trạng thái minh chứng của tôi,attendance_status
Trang thai minh chung cua toi,attendance_status
Làm ơn cho tôi biết hôm nay thời tiết thế nào trong hệ thống,unknown
Lam on cho toi biet hom nay thoi tiet the nao trong he thong,unknown
Cho mình hỏi điểm danh QR ở đâu trên ITConnect,check_in_guide
Cho minh hoi diem danh QR o dau tren ITConnect,check_in_guide
Bạn giải thích giúp bạn có thể làm thơ không vậy,unknown
Ban giai thich giup ban co the lam tho khong vay,unknown
Cho tôi hỏi bitcoin hôm nay giá bao nhiêu được không,unknown
Cho toi hoi bitcoin hom nay gia bao nhieu duoc khong,unknown
Hỏi chút là có seminar nào sắp tới không được không bạn,upcoming_activity
Hoi chut la co seminar nao sap toi khong duoc khong ban,upcoming_activity
Cho tôi hỏi tôi muốn nghe nhạc vậy giúp tôi,unknown
Cho toi hoi toi muon nghe nhac vay giup toi,unknown
Bạn giải thích giúp minh chứng đã được chấp nhận chưa ở đâu,attendance_status
Ban giai thich giup minh chung da duoc chap nhan chua o dau,attendance_status
Có thể cho tôi biết không điểm danh có bị trừ điểm không ở đâu,absent_penalty
Co the cho toi biet khong diem danh co bi tru diem khong o dau,absent_penalty
Làm ơn cho tôi biết lịch hoạt động đã đăng ký được không ạ,my_activities
Lam on cho toi biet lich hoat dong da dang ky duoc khong a,my_activities
Có thể cho tôi biết tôi muốn đặt vé máy bay cho tôi,unknown
Co the cho toi biet toi muon dat ve may bay cho toi,unknown
Bạn cho tôi biết tại sao có chấm đỏ thông báo với,notification_help
Ban cho toi biet tai sao co cham do thong bao voi,notification_help
Giúp tôi xem mục góp ý nằm ở đâu trong app,feedback_help
Giup toi xem muc gop y nam o dau trong app,feedback_help
Mình muốn biết tìm đường đến hội trường giúp tôi,map_help
Minh muon biet tim duong den hoi truong giup toi,map_help
Cho tôi xem cách gửi minh chứng quét QR,check_in_guide
Cho toi xem cach gui minh chung quet QR,check_in_guide
Mình muốn biết tôi muốn gửi phản hồi nhanh,feedback_help
Minh muon biet toi muon gui phan hoi nhanh,feedback_help
Tôi muốn hỏi hoạt động cá nhân của tôi trong hệ thống,my_activities
Toi muon hoi hoat dong ca nhan cua toi trong he thong,my_activities
Cách gửi nội dung phản ánh,feedback_help
Cach gui noi dung phan anh,feedback_help
Làm ơn cho tôi biết điểm hiện tại của tôi là bao nhiêu giúp tôi,training_score
Lam on cho toi biet diem hien tai cua toi la bao nhieu giup toi,training_score
Tôi không biết địa điểm hoạt động,map_help
Toi khong biet dia diem hoat dong,map_help
Bạn kiểm tra giúp điểm rèn luyện bị trừ khi nào ở đâu,absent_penalty
Ban kiem tra giup diem ren luyen bi tru khi nao o dau,absent_penalty
Cho mình hỏi bản đồ có chỉ vị trí không giúp tôi,map_help
Cho minh hoi ban do co chi vi tri khong giup toi,map_help
Có thể cho tôi biết danh sách sự kiện sắp diễn ra hiện tại,upcoming_activity
Co the cho toi biet danh sach su kien sap dien ra hien tai,upcoming_activity
Cho tôi hỏi điểm danh thất bại có bị trừ điểm không vậy,absent_penalty
Cho toi hoi diem danh that bai co bi tru diem khong vay,absent_penalty
Mình cần xem điểm rèn luyện của học kỳ hiện tại được không bạn,training_score
Minh can xem diem ren luyen cua hoc ky hien tai duoc khong ban,training_score
Cho mình hỏi tôi muốn kiểm tra kết quả check in trong hệ thống,attendance_status
Cho minh hoi toi muon kiem tra ket qua check in trong he thong,attendance_status
Bạn giải thích giúp cho tôi xem hoạt động của tôi trong app,my_activities
Ban giai thich giup cho toi xem hoat dong cua toi trong app,my_activities
Mình muốn biết thông báo hoạt động sắp diễn ra ở đâu giúp tôi ạ,notification_help
Minh muon biet thong bao hoat dong sap dien ra o dau giup toi a,notification_help
Cho tôi xem thông báo hoạt động mới xem ở đâu giúp tôi,notification_help
Cho toi xem thong bao hoat dong moi xem o dau giup toi,notification_help
Làm ơn cho tôi biết tư vấn mua điện thoại với,unknown
Lam on cho toi biet tu van mua dien thoai voi,unknown
Làm ơn cho tôi biết xếp loại rèn luyện của tôi là gì như thế nào,training_score
Lam on cho toi biet xep loai ren luyen cua toi la gi nhu the nao,training_score
Cho mình hỏi hôm nay thời tiết thế nào hiện tại,unknown
Cho minh hoi hom nay thoi tiet the nao hien tai,unknown
Cho mình hỏi tôi muốn xem bản đồ trường nhé,map_help
Cho minh hoi toi muon xem ban do truong nhe,map_help
Cho tôi xem tôi muốn hỏi về ứng dụng nhé,greeting
Cho toi xem toi muon hoi ve ung dung nhe,greeting
Làm ơn cho tôi biết sự kiện nào đang mở hiện tại,upcoming_activity
Lam on cho toi biet su kien nao dang mo hien tai,upcoming_activity
Xem minh chứng đã duyệt,attendance_status
Xem minh chung da duyet,attendance_status
Giúp tôi xem mục thông báo trên trang chủ ở đâu,notification_help
Giup toi xem muc thong bao tren trang chu o dau,notification_help
Cho tôi xem chào buổi chiều hiện tại,greeting
Cho toi xem chao buoi chieu hien tai,greeting
Tôi cần xem hoạt động nào gần nhất vậy,upcoming_activity
Toi can xem hoat dong nao gan nhat vay,upcoming_activity
Cho tôi xem tôi cần bấm nút nào để check in,check_in_guide
Cho toi xem toi can bam nut nao de check in,check_in_guide
Mình cần biết dự báo thời tiết ngày mai nhé,unknown
Minh can biet du bao thoi tiet ngay mai nhe,unknown
Có thể cho tôi biết bạn có thể làm thơ không giúp tôi,unknown
Co the cho toi biet ban co the lam tho khong giup toi,unknown
Tôi cần xem cách tìm phòng học nha,map_help
Toi can xem cach tim phong hoc nha,map_help
App bị lỗi thì báo ở đâu,feedback_help
App bi loi thi bao o dau,feedback_help
Làm ơn cho tôi biết ngày mai có hoạt động nào không được không,upcoming_activity
Lam on cho toi biet ngay mai co hoat dong nao khong duoc khong,upcoming_activity
Bạn giải thích giúp tìm đường đến hội trường ở đâu,map_help
Ban giai thich giup tim duong den hoi truong o dau,map_help
Cho tôi hỏi tôi muốn nghe tin tức được không ạ giúp tôi,unknown
Cho toi hoi toi muon nghe tin tuc duoc khong a giup toi,unknown
Điểm sau khi bị từ chối minh chứng vậy,training_score
Diem sau khi bi tu choi minh chung vay,training_score
Tôi cần xem hoạt động tổ chức ở chỗ nào trên ITConnect,map_help
Toi can xem hoat dong to chuc o cho nao tren ITConnect,map_help
Tôi muốn hỏi điểm danh có cần gửi ảnh không,check_in_guide
Toi muon hoi diem danh co can gui anh khong,check_in_guide
Tôi muốn hỏi địa điểm hoạt động nằm ở đâu giúp tôi,map_help
Toi muon hoi dia diem hoat dong nam o dau giup toi,map_help
Có thể chọn ảnh QR để điểm danh không,check_in_guide
Co the chon anh QR de diem danh khong,check_in_guide
Cho tôi xem lịch hoạt động của tôi,my_activities
Cho toi xem lich hoat dong cua toi,my_activities
Cho mình hỏi vắng hoạt động đã đăng ký có sao không nhé,absent_penalty
Cho minh hoi vang hoat dong da dang ky co sao khong nhe,absent_penalty
Điểm rèn luyện bị trừ khi nào trong app,absent_penalty
Diem ren luyen bi tru khi nao trong app,absent_penalty
Bạn giải thích giúp có bản đồ khuôn viên không trong app,map_help
Ban giai thich giup co ban do khuon vien khong trong app,map_help
Cho mình hỏi chào buổi sáng nhé,greeting
Cho minh hoi chao buoi sang nhe,greeting
Cho tôi xem cho xem sự kiện trong học kỳ này như thế nào,my_activities
Cho toi xem cho xem su kien trong hoc ky nay nhu the nao,my_activities
Bạn giải thích giúp tôi muốn nhận nhắc nhở hoạt động nhé nha,notification_help
Ban giai thich giup toi muon nhan nhac nho hoat dong nhe nha,notification_help
Mình cần biết làm sao xem tin nhắn thông báo vậy với ạ,notification_help
Minh can biet lam sao xem tin nhan thong bao vay voi a,notification_help
Tôi muốn hỏi admin đã duyệt minh chứng chưa được không ạ,attendance_status
Toi muon hoi admin da duyet minh chung chua duoc khong a,attendance_status
Bạn cho tôi biết vắng bị trừ 6 điểm phải không ở đâu,absent_penalty
Ban cho toi biet vang bi tru 6 diem phai khong o dau,absent_penalty
Tôi muốn hỏi lịch hoạt động của tôi được không ạ,my_activities
Toi muon hoi lich hoat dong cua toi duoc khong a,my_activities
Báo lỗi không hiện hoạt động,feedback_help
Bao loi khong hien hoat dong,feedback_help
Cho mình hỏi minh chứng của tôi đã duyệt chưa như thế nào,attendance_status
Cho minh hoi minh chung cua toi da duyet chua nhu the nao,attendance_status
Giúp tôi xem bạn hỗ trợ gì được cho tôi trong hệ thống giúp tôi,greeting
Giup toi xem ban ho tro gi duoc cho toi trong he thong giup toi,greeting
Bạn cho tôi biết hoạt động tôi đã ghi danh,my_activities
Ban cho toi biet hoat dong toi da ghi danh,my_activities
Tôi cần xem bạn có biết bóng đá không như thế nào,unknown
Toi can xem ban co biet bong da khong nhu the nao,unknown
Giúp tôi xem tôi muốn nghe nhạc nha,unknown
Giup toi xem toi muon nghe nhac nha,unknown
Bạn cho tôi biết bạn có ở đó không giúp tôi,greeting
Ban cho toi biet ban co o do khong giup toi,greeting
Cho tôi xem thông báo nằm ở đâu vậy,notification_help
Cho toi xem thong bao nam o dau vay,notification_help
Tôi muốn xem hoạt động mới nhất,upcoming_activity
Toi muon xem hoat dong moi nhat,upcoming_activity
Bạn giải thích giúp có thể chọn ảnh QR để điểm danh không nha,check_in_guide
Ban giai thich giup co the chon anh QR de diem danh khong nha,check_in_guide
Bạn có thể làm toán không,unknown
Ban co the lam toan khong,unknown
Cho tôi xem hoạt động gần nhất là gì trong hệ thống,upcoming_activity
Cho toi xem hoat dong gan nhat la gi trong he thong,upcoming_activity
Bạn kiểm tra giúp kiểm tra điểm rèn luyện giúp tôi với,training_score
Ban kiem tra giup kiem tra diem ren luyen giup toi voi,training_score
Giúp tôi xem tôi được bao nhiêu điểm rèn luyện như thế nào,training_score
Giup toi xem toi duoc bao nhieu diem ren luyen nhu the nao,training_score
Mình cần biết hoạt động nào đang mở đăng ký được không bạn,upcoming_activity
Minh can biet hoat dong nao dang mo dang ky duoc khong ban,upcoming_activity
Bạn kiểm tra giúp tôi muốn xem vị trí hoạt động nha ạ,map_help
Ban kiem tra giup toi muon xem vi tri hoat dong nha a,map_help
Bản đồ có chỉ vị trí không,map_help
Ban do co chi vi tri khong,map_help
Giúp tôi xem hoạt động nào đang mở đăng ký như thế nào,upcoming_activity
Giup toi xem hoat dong nao dang mo dang ky nhu the nao,upcoming_activity
Cho mình hỏi mấy giờ rồi được không,unknown
Cho minh hoi may gio roi duoc khong,unknown
Tôi muốn xem bản đồ trường,map_help
Toi muon xem ban do truong,map_help
Điểm danh thất bại có bị trừ điểm không được không bạn,absent_penalty
Diem danh that bai co bi tru diem khong duoc khong ban,absent_penalty
Tôi cần xem cách gửi nội dung phản ánh nhé bạn,feedback_help
Toi can xem cach gui noi dung phan anh nhe ban,feedback_help
Hỏi chút là minh chứng của tôi đang chờ duyệt không được không,attendance_status
Hoi chut la minh chung cua toi dang cho duyet khong duoc khong,attendance_status
Tôi muốn hỏi tôi bị mất điểm không như thế nào với ạ,training_score
Toi muon hoi toi bi mat diem khong nhu the nao voi a,training_score
Tôi có bị vắng không,attendance_status
Toi co bi vang khong,attendance_status
Cho tôi xem không tham gia có bị trừ 6 điểm không được không bạn,absent_penalty
Cho toi xem khong tham gia co bi tru 6 diem khong duoc khong ban,absent_penalty
Tôi có đạt loại tốt không,training_score
Toi co dat loai tot khong,training_score
Có thể cho tôi biết có hoạt động trong tuần sau không vậy,upcoming_activity
Co the cho toi biet co hoat dong trong tuan sau khong vay,upcoming_activity
Giúp tôi xem minh chứng của tôi đã duyệt chưa được không ạ,attendance_status
Giup toi xem minh chung cua toi da duyet chua duoc khong a,attendance_status
Bạn giải thích giúp tư vấn mua điện thoại trong hệ thống,unknown
Ban giai thich giup tu van mua dien thoai trong he thong,unknown
Hello,greeting
Bạn giải thích giúp alo bạn ơi giúp tôi,greeting
Ban giai thich giup alo ban oi giup toi,greeting
Tui cần xem danh sách hoạt động sắp tới trên ITConnect,upcoming_activity
Tui can xem danh sach hoat dong sap toi tren ITConnect,upcoming_activity
Cho tôi hỏi danh sách hoạt động sắp tới được không bạn ạ,upcoming_activity
Cho toi hoi danh sach hoat dong sap toi duoc khong ban a,upcoming_activity
Cho tôi hỏi vắng hoạt động đã đăng ký có sao không vậy,absent_penalty
Cho toi hoi vang hoat dong da dang ky co sao khong vay,absent_penalty
Vắng chương trình đã đăng ký có sao không cho tôi,absent_penalty
Vang chuong trinh da dang ky co sao khong cho toi,absent_penalty
Mình cần biết cần mở camera để điểm danh không như thế nào,check_in_guide
Minh can biet can mo camera de diem danh khong nhu the nao,check_in_guide
Xem hoạt động theo học kỳ của tôi,my_activities
Xem hoat dong theo hoc ky cua toi,my_activities
Không tham gia hoạt động đã đăng ký thì sao với,absent_penalty
Khong tham gia hoat dong da dang ky thi sao voi,absent_penalty
Mình muốn hỏi bạn giúp tôi được không nhé,greeting
Minh muon hoi ban giup toi duoc khong nhe,greeting
Mở bản đồ như thế nào nhé,map_help
Mo ban do nhu the nao nhe,map_help
Làm ơn cho tôi biết có hoạt động nào sắp tới không trong app,upcoming_activity
Lam on cho toi biet co hoat dong nao sap toi khong trong app,upcoming_activity
Có thể cho tôi biết bạn có ở đó không trong app,greeting
Co the cho toi biet ban co o do khong trong app,greeting
Có thể cho tôi biết tìm sân trường trên bản đồ với,map_help
Co the cho toi biet tim san truong tren ban do voi,map_help
Cho tôi xem có seminar nào sắp tới không nhé,upcoming_activity
Cho toi xem co seminar nao sap toi khong nhe,upcoming_activity
Có thể cho tôi biết tôi muốn gửi lời nhắn cho admin trong hệ thống giúp tôi,feedback_help
Co the cho toi biet toi muon gui loi nhan cho admin trong he thong giup toi,feedback_help
Cho tôi hỏi tôi có đăng ký hoạt động nào chưa được không bạn,my_activities
Cho toi hoi toi co dang ky hoat dong nao chua duoc khong ban,my_activities
Bạn giải thích giúp mình cần trợ giúp cho tôi,greeting
Ban giai thich giup minh can tro giup cho toi,greeting
Hỏi chút là điểm của tôi sau khi hoàn thành hoạt động được không,training_score
Hoi chut la diem cua toi sau khi hoan thanh hoat dong duoc khong,training_score
Cho tôi xem cài đặt thông báo như thế nào hiện tại,notification_help
Cho toi xem cai dat thong bao nhu the nao hien tai,notification_help
Làm ơn cho tôi biết cho tôi lịch bóng đá vậy,unknown
Lam on cho toi biet cho toi lich bong da vay,unknown
Cho mình hỏi làm sao nhận tin tức quan trọng,notification_help
Cho minh hoi lam sao nhan tin tuc quan trong,notification_help
Tôi muốn mở thông báo,notification_help
Toi muon mo thong bao,notification_help
Tôi đăng ký workshop nào,my_activities
Toi dang ky workshop nao,my_activities
Minh chứng đang ở đâu,attendance_status
Minh chung dang o dau,attendance_status
Có thể cho tôi biết xem minh chứng đã duyệt trên ITConnect,attendance_status
Co the cho toi biet xem minh chung da duyet tren ITConnect,attendance_status
Hội trường C ở đâu,map_help
Hoi truong C o dau,map_help
Làm ơn cho tôi biết tôi muốn báo lỗi đăng ký hoạt động với,feedback_help
Lam on cho toi biet toi muon bao loi dang ky hoat dong voi,feedback_help
Bạn cho tôi biết điểm sau khi bị từ chối minh chứng hiện tại,training_score
Ban cho toi biet diem sau khi bi tu choi minh chung hien tai,training_score
Tôi muốn xem phim,unknown
Toi muon xem phim,unknown
Cách xem thông báo với,notification_help
Cach xem thong bao voi,notification_help
Bạn giải thích giúp làm sao quét mã điểm danh trên ITConnect,check_in_guide
Ban giai thich giup lam sao quet ma diem danh tren ITConnect,check_in_guide
Tình trạng điểm danh của tôi là gì,attendance_status
Tinh trang diem danh cua toi la gi,attendance_status
Cho tôi hỏi tôi muốn nghe nhạc vậy,unknown
Cho toi hoi toi muon nghe nhac vay,unknown
Giúp tôi xem cách hoàn tất điểm danh được không bạn,check_in_guide
Giup toi xem cach hoan tat diem danh duoc khong ban,check_in_guide
Làm ơn cho tôi biết alo bạn ơi được không bạn,greeting
Lam on cho toi biet alo ban oi duoc khong ban,greeting
Có thể cho tôi biết bạn biết nấu ăn không vậy,unknown
Co the cho toi biet ban biet nau an khong vay,unknown
Cho mình hỏi có chương trình nào hôm nay không được không ạ,upcoming_activity
Cho minh hoi co chuong trinh nao hom nay khong duoc khong a,upcoming_activity
Bạn kiểm tra giúp tôi muốn xem bản đồ trường nha,map_help
Ban kiem tra giup toi muon xem ban do truong nha,map_help
Bạn giải thích giúp có thể chọn ảnh QR để điểm danh không như thế nào với ạ,check_in_guide
Ban giai thich giup co the chon anh QR de diem danh khong nhu the nao voi a,check_in_guide
Cho tôi hỏi tôi muốn xem vị trí hoạt động nha,map_help
Cho toi hoi toi muon xem vi tri hoat dong nha,map_help
Tôi cần xem minh chứng của tôi đang chờ duyệt không được không bạn,attendance_status
Toi can xem minh chung cua toi dang cho duyet khong duoc khong ban,attendance_status
Bạn giải thích giúp tôi muốn nhận nhắc nhở hoạt động ở đâu,notification_help
Ban giai thich giup toi muon nhan nhac nho hoat dong o dau,notification_help
Tôi muốn hỏi có thể chọn ảnh QR để điểm danh không trong hệ thống bạn,check_in_guide
Toi muon hoi co the chon anh QR de diem danh khong trong he thong ban,check_in_guide
Hỏi chút là tôi cần hỏi nhanh nhé,greeting
Hoi chut la toi can hoi nhanh nhe,greeting
Cho mình hỏi tôi muốn gửi lời nhắn cho admin giúp tôi,feedback_help
Cho minh hoi toi muon gui loi nhan cho admin giup toi,feedback_help
Ngày mai có hoạt động nào không,upcoming_activity
Ngay mai co hoat dong nao khong,upcoming_activity
Cho mình hỏi các hoạt động trong tài khoản của tôi trên ITConnect,my_activities
Cho minh hoi cac hoat dong trong tai khoan cua toi tren ITConnect,my_activities
Bạn giải thích giúp tôi cần hỗ trợ tài khoản trong app,feedback_help
Ban giai thich giup toi can ho tro tai khoan trong app,feedback_help
Cho tôi xem có hoạt động trong tuần sau không trong app,upcoming_activity
Cho toi xem co hoat dong trong tuan sau khong trong app,upcoming_activity
Mình muốn biết tôi bị mất điểm không với,training_score
Minh muon biet toi bi mat diem khong voi,training_score
Báo lỗi minh chứng ở đâu,feedback_help
Bao loi minh chung o dau,feedback_help
Bạn kiểm tra giúp tôi không biết địa điểm hoạt động ở đâu,map_help
Ban kiem tra giup toi khong biet dia diem hoat dong o dau,map_help
Giúp tôi xem tôi đang có bao nhiêu điểm giúp tôi,training_score
Giup toi xem toi dang co bao nhieu diem giup toi,training_score
Tôi muốn hỏi điểm rèn luyện có tối đa bao nhiêu được không bạn,training_score
Toi muon hoi diem ren luyen co toi da bao nhieu duoc khong ban,training_score
Tôi muốn hỏi trạng thái check in của tôi như thế nào,attendance_status
Toi muon hoi trang thai check in cua toi nhu the nao,attendance_status
Hỏi chút là tôi muốn tắt thông báo giúp tôi nhé,notification_help
Hoi chut la toi muon tat thong bao giup toi nhe,notification_help
Tôi bị vắng có ảnh hưởng điểm rèn luyện không,absent_penalty
Toi bi vang co anh huong diem ren luyen khong,absent_penalty
Cho tôi xem bạn có thể dịch tiếng Anh không được không,unknown
Cho toi xem ban co the dich tieng Anh khong duoc khong,unknown
Tôi muốn xem vị trí hoạt động,map_help
Toi muon xem vi tri hoat dong,map_help
Tôi muốn hỏi tôi có thể chọn mã QR từ thư viện không hiện tại,check_in_guide
Toi muon hoi toi co the chon ma QR tu thu vien khong hien tai,check_in_guide
Cho tôi xem tôi có bị vắng không được không ạ,attendance_status
Cho toi xem toi co bi vang khong duoc khong a,attendance_status
Hỏi chút là tôi muốn gửi phản hồi nhanh cho tôi,feedback_help
Hoi chut la toi muon gui phan hoi nhanh cho toi,feedback_help
Làm ơn cho tôi biết kiểm tra chương trình đã đăng ký ở đâu,my_activities
Lam on cho toi biet kiem tra chuong trinh da dang ky o dau,my_activities
Bản đồ campus mở ở đâu,map_help
Ban do campus mo o dau,map_help
Cho tôi xem điểm của tôi sau khi hoàn thành hoạt động,training_score
Cho toi xem diem cua toi sau khi hoan thanh hoat dong,training_score
Có hoạt động nào hôm nay không,upcoming_activity
Co hoat dong nao hom nay khong,upcoming_activity
Tôi muốn hỏi xem sự kiện theo học kỳ của tôi trong app,my_activities
Toi muon hoi xem su kien theo hoc ky cua toi trong app,my_activities
Bạn giải thích giúp admin từ chối minh chứng thì mất điểm à được không bạn,absent_penalty
Ban giai thich giup admin tu choi minh chung thi mat diem a duoc khong ban,absent_penalty
Sau khi quét QR cần làm gì nhé,check_in_guide
Sau khi quet QR can lam gi nhe,check_in_guide
Có thể cho tôi biết tìm thư viện trong app hiện tại,map_help
Co the cho toi biet tim thu vien trong app hien tai,map_help
Mình muốn biết tôi muốn kiểm tra kết quả check in nhé,attendance_status
Minh muon biet toi muon kiem tra ket qua check in nhe,attendance_status
Bạn kiểm tra giúp tôi bị từ chối hoạt động nào ở đâu,attendance_status
Ban kiem tra giup toi bi tu choi hoat dong nao o dau,attendance_status
Mình cần biết không quét QR có bị trừ điểm không với,absent_penalty
Minh can biet khong quet QR co bi tru diem khong voi,absent_penalty
Bản đồ ở đâu trên ITConnect,map_help
Ban do o dau tren ITConnect,map_help
Mình cần biết tôi bị từ chối hoạt động nào được không bạn,attendance_status
Minh can biet toi bi tu choi hoat dong nao duoc khong ban,attendance_status
Có thể cho tôi biết tắt nhắc nhở hoạt động như thế nào được không ạ,notification_help
Co the cho toi biet tat nhac nho hoat dong nhu the nao duoc khong a,notification_help
Cho tôi hỏi cách xác nhận tham gia chương trình cho tôi,check_in_guide
Cho toi hoi cach xac nhan tham gia chuong trinh cho toi,check_in_guide
Có thể cho tôi biết tôi muốn dùng chatbot,greeting
Co the cho toi biet toi muon dung chatbot,greeting
Cho mình hỏi sắp tới có sự kiện gì vậy,upcoming_activity
Cho minh hoi sap toi co su kien gi vay,upcoming_activity
Có thể cho tôi biết hello hiện tại,greeting
Co the cho toi biet hello hien tai,greeting
